treeindex	node	theta.1	theta.2
52	6	1.82329861510337	0.887845531133697
52	7	0.479367492520528	0.551874842271186
52	8	0	0.0259583378033164
52	9	4.04779870169459	0.0567114082876814
53	5	1.81972734069708	0.879567049119035
53	6	0.482822032320926	0.544550278091755
53	7	0.0382194274990367	0
54	6	1.82329861510337	0.887845531133697
54	7	0.479367492520528	0.551874842271186
54	8	0	0.0259583378033164
54	9	4.04779870169459	0.0567114082876814
55	5	1.81972734069708	0.879567049119035
55	6	0.482822032320926	0.544550278091755
55	7	0.0382194274990367	0
56	6	1.82329861510337	0.887845531133697
56	7	0.479367492520528	0.551874842271186
56	8	0	0.0259583378033164
56	9	4.04779870169459	0.0567114082876814
57	5	1.81972734069708	0.879567049119035
57	6	0.482822032320926	0.544550278091755
57	7	0.0382194274990367	0
58	6	1.86797531307529	0.919270143091331
58	7	0.480141678381977	0.542668782874087
58	8	0.0350792668352505	0
58	9	0.949052995791261	0.034114038272983
59	5	1.81972734069708	0.879567049119035
59	6	0.482822032320926	0.544550278091755
59	7	0.0382194274990367	0
60	6	1.8452207363609	0.889110153137353
60	7	0.483874986518105	0.546502398566194
60	8	0.00683117024269963	0
60	9	4.00826604204607	0
61	5	1.81972734069708	0.879567049119035
61	6	0.482822032320926	0.544550278091755
61	7	0.0382194274990367	0
62	6	1.82329861510337	0.887845531133697
62	7	0.479367492520528	0.551874842271186
62	8	0	0.0259583378033164
62	9	4.04779870169459	0.0567114082876814
63	5	1.81972734069708	0.879567049119035
63	6	0.482822032320926	0.544550278091755
63	7	0.0382194274990367	0
64	6	1.82329861510337	0.887845531133697
64	7	0.479367492520528	0.551874842271186
64	8	0	0.0259583378033164
64	9	4.04779870169459	0.0567114082876814
65	5	1.81972734069708	0.879567049119035
65	6	0.482822032320926	0.544550278091755
65	7	0.0382194274990367	0
66	6	1.8452207363609	0.889110153137353
66	7	0.483874986518105	0.546502398566194
66	8	0.00683117024269963	0
66	9	4.00826604204607	0
67	5	1.81972734069708	0.879567049119035
67	6	0.482822032320926	0.544550278091755
67	7	0.0382194274990367	0
68	6	1.82329861510337	0.887845531133697
68	7	0.479367492520528	0.551874842271186
68	8	0	0.0259583378033164
68	9	4.04779870169459	0.0567114082876814
69	5	1.81972734069708	0.879567049119035
69	6	0.482822032320926	0.544550278091755
69	7	0.0382194274990367	0
70	6	1.82329861510337	0.887845531133697
70	7	0.479367492520528	0.551874842271186
70	8	0	0.0259583378033164
70	9	4.04779870169459	0.0567114082876814
71	5	1.81972734069708	0.879567049119035
71	6	0.482822032320926	0.544550278091755
71	7	0.0382194274990367	0
72	6	1.80581434025791	0.880119799578508
72	7	0.486929130919673	0.541483745962682
72	8	0.0378174564283086	0
72	9	1.03265774708705	0
73	6	1.86826839537942	0.876845223248518
73	7	0.466805378536157	0.579929995618651
73	8	0.0365604557616631	0
73	9	0.849455123373165	0.0236409793551509
74	5	1.81972734069708	0.879567049119035
74	6	0.482822032320926	0.544550278091755
74	7	0.0382194274990367	0
75	6	1.8407473539765	0.898107887778961
75	7	0.482574950803766	0.544596439925561
75	8	0.0374277738675507	0
75	9	0.959857285473516	0.0270701813017829
76	6	1.78545377814141	0.843618453956617
76	7	0.482854788447493	0.544571528826903
76	8	0.0383206100737889	0
76	9	1.02388460055166	0
77	5	1.81972734069708	0.879567049119035
77	6	0.482822032320926	0.544550278091755
77	7	0.0382194274990367	0
78	6	1.82329861510337	0.887845531133697
78	7	0.479367492520528	0.551874842271186
78	8	0	0.0259583378033164
78	9	4.04779870169459	0.0567114082876814
79	5	1.81972734069708	0.879567049119035
79	6	0.482822032320926	0.544550278091755
79	7	0.0382194274990367	0
80	6	1.8452207363609	0.889110153137353
80	7	0.483874986518105	0.546502398566194
80	8	0.00683117024269963	0
80	9	4.00826604204607	0
81	5	1.81972734069708	0.879567049119035
81	6	0.482822032320926	0.544550278091755
81	7	0.0382194274990367	0
82	6	1.82329861510337	0.887845531133697
82	7	0.479367492520528	0.551874842271186
82	8	0	0.0259583378033164
82	9	4.04779870169459	0.0567114082876814
83	5	1.81972734069708	0.879567049119035
83	6	0.482822032320926	0.544550278091755
83	7	0.0382194274990367	0
84	6	1.82329861510337	0.887845531133697
84	7	0.479367492520528	0.551874842271186
84	8	0	0.0259583378033164
84	9	4.04779870169459	0.0567114082876814
85	5	1.81972734069708	0.879567049119035
85	6	0.482822032320926	0.544550278091755
85	7	0.0382194274990367	0
86	6	1.8452207363609	0.889110153137353
86	7	0.483874986518105	0.546502398566194
86	8	0.00683117024269963	0
86	9	4.00826604204607	0
87	6	1.86826839537942	0.876845223248518
87	7	0.466805378536157	0.579929995618651
87	8	0.0365604557616631	0
87	9	0.849455123373165	0.0236409793551509
88	5	1.81972734069708	0.879567049119035
88	6	0.482822032320926	0.544550278091755
88	7	0.0382194274990367	0
89	6	1.8452207363609	0.889110153137353
89	7	0.483874986518105	0.546502398566194
89	8	0.00683117024269963	0
89	9	4.00826604204607	0
90	5	1.81972734069708	0.879567049119035
90	6	0.482822032320926	0.544550278091755
90	7	0.0382194274990367	0
91	6	1.87337551310461	0.876078086584294
91	7	0.467286174652507	0.581320373520715
91	8	0.0352234457880033	0
91	9	0.83512298553971	0
92	5	1.81972734069708	0.879567049119035
92	6	0.482822032320926	0.544550278091755
92	7	0.0382194274990367	0
93	6	1.82329861510337	0.887845531133697
93	7	0.479367492520528	0.551874842271186
93	8	0	0.0259583378033164
93	9	4.04779870169459	0.0567114082876814
94	5	1.81972734069708	0.879567049119035
94	6	0.482822032320926	0.544550278091755
94	7	0.0382194274990367	0
95	6	1.82329861510337	0.887845531133697
95	7	0.479367492520528	0.551874842271186
95	8	0	0.0259583378033164
95	9	4.04779870169459	0.0567114082876814
96	5	1.81972734069708	0.879567049119035
96	6	0.482822032320926	0.544550278091755
96	7	0.0382194274990367	0
97	6	1.8452207363609	0.889110153137353
97	7	0.483874986518105	0.546502398566194
97	8	0.00683117024269963	0
97	9	4.00826604204607	0
98	5	1.81972734069708	0.879567049119035
98	6	0.482822032320926	0.544550278091755
98	7	0.0382194274990367	0
99	6	1.82329861510337	0.887845531133697
99	7	0.479367492520528	0.551874842271186
99	8	0	0.0259583378033164
99	9	4.04779870169459	0.0567114082876814
100	5	1.81972734069708	0.879567049119035
100	6	0.482822032320926	0.544550278091755
100	7	0.0382194274990367	0
101	6	1.82329861510337	0.887845531133697
101	7	0.479367492520528	0.551874842271186
101	8	0	0.0259583378033164
101	9	4.04779870169459	0.0567114082876814
102	5	1.81972734069708	0.879567049119035
102	6	0.482822032320926	0.544550278091755
102	7	0.0382194274990367	0
103	6	1.82329861510337	0.887845531133697
103	7	0.479367492520528	0.551874842271186
103	8	0	0.0259583378033164
103	9	4.04779870169459	0.0567114082876814
104	5	1.81972734069708	0.879567049119035
104	6	0.482822032320926	0.544550278091755
104	7	0.0382194274990367	0
105	6	1.82329861510337	0.887845531133697
105	7	0.479367492520528	0.551874842271186
105	8	0	0.0259583378033164
105	9	4.04779870169459	0.0567114082876814
106	5	1.81972734069708	0.879567049119035
106	6	0.482822032320926	0.544550278091755
106	7	0.0382194274990367	0
