i	treeindex	accept	nnodes	distance	loglik	post	loga	Q	ru
534	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-106.178309203612	22.5	-0.16461696774076
535	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-7.05048182435115	0.0431034482758621	-0.80458276370528
536	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-106.178309203612	22.5	-1.30911643926981
537	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-112.91381010777	1	-0.330733832635282
538	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-6.31009950743231	0.0431034482758621	-0.61655633529374
539	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-7.23577705588963	0.0431034482758621	-0.987769946674734
540	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-900.879867857904	22.5	-1.09190667794915
541	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-112.88202354468	1	-0.295132838621803
542	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-106.178309203612	22.5	-2.05005650200132
543	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-715.573959370933	1	-0.62891953644518
544	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-111.281512910107	1	-1.11654223182181
545	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-100.140205551845	1	-0.739002310912911
546	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-7.03121225158742	0.0431034482758621	-3.86280676566137
547	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-6.79216995045994	0.0431034482758621	-1.72102418994892
548	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-900.879867857904	22.5	-0.0216560002800052
549	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-900.879867857904	22.5	-0.204941998255021
550	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-708.608685285125	22.5	-0.0387109997558494
551	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-708.608685285125	22.5	-0.219065682110595
552	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-708.608685285125	22.5	-0.292005319578995
553	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-99.5045751886682	1	-0.134058618118132
554	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-708.608685285125	22.5	-0.935168356508324
555	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-112.23410734233	1	-0.848034569195621
556	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-7.0155542078914	0.0431034482758621	-0.24491443396627
557	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-715.004016128081	1	-1.56502297238356
558	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-5.09983142301047	0.0431034482758621	-0.17158955845465
559	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-93.5763666279085	22.5	-0.0868333898239244
560	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-714.163868310538	1	-0.905217873315693
561	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-5.47397007667081	0.0431034482758621	-0.765061926576873
562	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-106.178309203612	22.5	-0.131446796849316
563	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0188042748	-99.2564912745729	1	-1.14151068904853
564	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0215315475	-7.24029766739244	0.0431034482758621	-0.0911858280653693
565	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-7.31163721339675	0.0431034482758621	-0.586570997703272
566	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-5.3455432498244	0.0431034482758621	-0.213538478331885
567	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-7.04779864742653	0.0431034482758621	-0.198575644265813
568	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-5.02998647648696	0.0431034482758621	-0.261565415009649
569	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-708.613230739669	22.5	-1.22106598165034
570	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-907.260680767497	1	-0.274320978411799
571	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-704.652417747217	1	-1.07851809010322
572	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-708.613230739669	22.5	-0.254002239656142
573	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-7.11425930928584	0.0431034482758621	-3.93542956441199
574	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-715.571662720216	1	-1.6908162518844
575	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-112.218812545638	1	-1.83127406863731
576	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-7.13131139489036	0.0431034482758621	-1.78960632894754
577	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	NA	0.0431034482758621	-0.315112780666641
578	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-900.881079979117	22.5	-1.0547623011197
579	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-7.26007072614215	0.0431034482758621	-0.191069538070615
580	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-100.486994269588	1	-1.57434890137416
581	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-708.613230739669	22.5	-0.513103928523529
582	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-708.613230739669	22.5	-0.329005795756723
583	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-7.28848306677668	0.0431034482758621	-0.731683181183409
584	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-7.21407208454679	0.0431034482758621	-0.292497852705837
585	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-907.497646449687	1	-2.58426895616804
586	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-5.3455432498244	0.0431034482758621	-0.586503541079298
587	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-708.613230739669	22.5	-0.253457332941174
588	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-7.23724312193866	0.0431034482758621	-0.33691133490997
589	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-907.257976624558	1	-5.10492839356539
590	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-93.5909120824539	22.5	-1.48345465665354
591	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-900.881079979117	22.5	-0.173647146550851
592	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-907.852286598431	1	-0.414662646143799
593	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-714.161571659821	1	-0.714064807548053
594	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-906.678429839023	1	-1.65476133459587
595	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-112.282458219728	1	-0.306371806485292
596	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-900.881079979117	22.5	-1.36024889591534
597	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-715.483561282625	1	-1.02755173584465
598	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-4.97281553728084	0.0431034482758621	-0.892767403686302
599	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-6.80466910958188	0.0431034482758621	-0.567035333817177
600	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-713.66889097507	1	-0.301985604707999
601	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-106.182854658156	22.5	-0.385327408497533
602	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-106.182854658156	22.5	-0.377099504430087
603	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-7.28711598062131	0.0431034482758621	-2.44655868808682
604	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-900.881079979117	22.5	-0.206704498711153
605	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-7.13131139489036	0.0431034482758621	-0.663648030151068
606	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-903.527319566074	1	-0.546371231729456
607	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-708.613230739669	22.5	-1.40117433767365
608	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-6.50770946948382	0.0431034482758621	-0.847317178609913
609	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-99.896332338205	1	-0.358314525370246
610	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-112.516091375001	1	-0.960472291669166
611	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-5.37421765674066	0.0431034482758621	-0.655245636733625
612	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-4.97453613874808	0.0431034482758621	-3.48598448120094
613	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-93.5909120824539	22.5	-0.407912899983856
614	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-7.14791435578576	0.0431034482758621	-0.634407991279671
615	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-907.623910819282	1	-1.906435688482
616	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-708.613230739669	22.5	-2.17793168775901
617	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-6.55458309198497	0.0431034482758621	-0.114609312385969
618	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-99.7066154386812	1	-1.30772265530027
619	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-900.881079979117	22.5	-0.112720917038471
620	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-106.182854658156	22.5	-0.406149449986873
621	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-106.182854658156	22.5	-0.908462734564263
622	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-6.89629940781509	0.0431034482758621	-0.0317386208542475
623	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-715.483561282625	1	-0.225450362194025
624	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-106.182854658156	22.5	-2.64590798031075
625	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-106.182854658156	22.5	-1.27166927967825
626	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-113.179068181998	1	-0.518077622604237
627	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-5.22358195964392	0.0431034482758621	-1.08292324257603
628	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-106.182854658156	22.5	-3.00012431174152
629	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-6.82009719614638	0.0431034482758621	-0.304248778636584
630	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-106.182854658156	22.5	-0.18068081504823
631	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-708.613230739669	22.5	-0.412014435563892
632	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-714.662235663203	1	-0.303658186095449
633	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-7.26718842678878	0.0431034482758621	-0.920275982837993
634	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-907.852286598431	1	-0.395774923597594
635	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0242588202	-900.881079979117	22.5	-0.331585447946493
636	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-112.686187919528	1	-0.112356680807835
637	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.30918266794237	0.0431034482758621	-0.3881962995879
638	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-900.881686039723	22.5	-0.800704713765543
639	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-112.500306597383	1	-0.100649188105491
640	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-714.402729712659	1	-4.57776777819574
641	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-112.881228907721	1	-0.0223729181546265
642	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-100.435550136801	1	-5.57011016446187
643	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.06881998822195	0.0431034482758621	-0.960827984431108
644	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-106.185127385429	22.5	-0.194023720687996
645	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-4.91560640779557	0.0431034482758621	-2.73214640985131
646	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-708.615503466942	22.5	-1.4296906842519
647	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-900.881686039723	22.5	-1.30555512637706
648	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-715.013824675156	1	-0.620862847111745
649	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.12535276385592	0.0431034482758621	-0.341862465476714
650	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.12535276385592	0.0431034482758621	-0.0425253680875562
651	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-907.714206140452	1	-1.54320072166027
652	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-100.176572549437	1	-1.43604373264494
653	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.27885654688129	0.0431034482758621	-0.603184198535623
654	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-708.615503466942	22.5	-0.628989465697883
655	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-907.675830249802	1	-0.775528224330685
656	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.27885654688129	0.0431034482758621	-5.78701012664818
657	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-6.91316576004596	0.0431034482758621	-1.05549956671324
658	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-708.615503466942	22.5	-1.25790470773536
659	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-907.714206140452	1	-0.996678673658054
660	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-907.497646449687	1	-0.121972506721751
661	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-106.185127385429	22.5	-1.32716641117185
662	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-900.881686039723	22.5	-0.591351358533331
663	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.21288773248438	0.0431034482758621	-2.66247702719802
664	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-900.881686039723	22.5	-2.40385900857146
665	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-900.881686039723	22.5	-0.378369182601223
666	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-99.714088493376	1	-1.28058773034439
667	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-900.881686039723	22.5	-0.0384516271359831
668	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-900.881686039723	22.5	-1.50523930971436
669	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-4.46467645822617	0.0431034482758621	-0.221805573340067
670	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.2156294780047	0.0431034482758621	-0.76901152346036
671	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.25521390719718	0.0431034482758621	-2.5297255477107
672	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-900.881686039723	22.5	-0.0943073493231173
673	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-99.8828725131316	1	-4.33288207654977
674	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-900.881686039723	22.5	-0.352523918947973
675	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-900.881686039723	22.5	-1.09512153898653
676	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-93.5981848097284	22.5	-1.61211118052644
677	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-106.185127385429	22.5	-2.60683361186991
678	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-93.5981848097284	22.5	-1.15426085121988
679	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-715.265782359067	1	-1.38077987911488
680	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-700.847438931494	1	-0.227113626669094
681	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-99.5568517170104	1	-2.21142443862356
682	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.15979570983603	0.0431034482758621	-0.672059509037812
683	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-907.257976624558	1	-3.84936599302646
684	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.28700579405035	0.0431034482758621	-0.794082576119045
685	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-106.185127385429	22.5	-1.0952373634675
686	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-106.185127385429	22.5	-2.13009471730742
687	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-714.521174450358	1	-1.14808537594774
688	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-112.069296085127	1	-0.330293482380683
689	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-6.1734856976704	0.0431034482758621	-0.0586507462221403
690	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-907.257976624558	1	-0.165513629153927
691	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-93.5981848097284	22.5	-0.0182751623735604
692	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-708.615503466942	22.5	-0.0115970911531172
693	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-93.5981848097284	22.5	-0.294966938123088
694	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-100.284231934947	1	-0.207392541172556
695	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-907.831505787966	1	-0.632579095347244
696	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-6.73708868561283	0.0431034482758621	-2.14029068761541
697	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-112.911057318772	1	-0.213226494233305
698	12	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-93.5981848097284	22.5	-1.04597231284351
699	13	TRUE	4	0.0555555555555556	-21422.0455285266	-21460.8739297228	0.297208648857632	0.0431034482758621	-1.36949529269154
700	13	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8739297228	-110.274204195843	23.2	-2.16171616801326
701	13	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8739297228	-707.241457386899	1	-1.57940871077861
702	14	TRUE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-0.297208648857632	23.2	-0.362602953729683
703	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-708.615503466942	22.5	-0.500500871208301
704	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-100.399445480874	1	-0.785220672633119
705	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-100.284231934947	1	-0.437382612131002
706	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-5.14238829524169	0.0431034482758621	-2.63838408201899
707	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	NA	1	-1.89246678672211
708	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-708.615503466942	22.5	-0.332338195864983
709	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-112.811658276256	1	-0.627758840049735
710	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-106.185127385429	22.5	-0.953160480565462
711	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.2896453205189	0.0431034482758621	-0.559646229783068
712	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.30779956549071	0.0431034482758621	-0.245081368084419
713	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-6.78898813227846	0.0431034482758621	-0.7049966487837
714	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.1534052243382	0.0431034482758621	-0.038212395871017
715	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-99.5568517170104	1	-0.649552621974342
716	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-4.91560640779557	0.0431034482758621	-1.07074787109711
717	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-708.615503466942	22.5	-1.54772871659884
718	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-6.70387219193566	0.0431034482758621	-1.84416502308098
719	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-715.553669157503	1	-1.21107254258096
720	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-106.185127385429	22.5	-0.593752297979691
721	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.13089181446907	0.0431034482758621	-2.48228072081746
722	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	NA	1	-1.22181432204863
723	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-900.881686039723	22.5	-0.489347869047892
724	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.15979570983603	0.0431034482758621	-0.639982810125822
725	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-6.08868753705377	0.0431034482758621	-1.0183548161417
726	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-708.615503466942	22.5	-4.88377902376157
727	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-112.911057318772	1	-0.400004713649065
728	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-907.259620161436	1	-1.08923876310215
729	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-714.160423334462	1	-0.299425497065305
730	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-98.9055908243754	1	-0.613368904306472
731	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.14680157406605	0.0431034482758621	-0.144234524784203
732	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-6.08868753705377	0.0431034482758621	-0.380383086090967
733	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-110.717708119191	1	-0.61713781388698
734	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.24194865268277	0.0431034482758621	-1.02679052851462
735	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-93.5981848097284	22.5	-1.60120955937245
736	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-112.038221057646	1	-0.185829842247903
737	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-712.165600971399	1	-0.762719142006485
738	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-708.615503466942	22.5	-0.0827105268111714
739	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-93.5981848097284	22.5	-0.962561323821763
740	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.14685374972527	0.0431034482758621	-1.27173682831182
741	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-906.853007920898	1	-0.192705871073206
742	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.28700579405035	0.0431034482758621	-0.16719133534252
743	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-708.615503466942	22.5	-1.0692898164039
744	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-6.1734856976704	0.0431034482758621	-0.702547790206186
745	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-907.259620161436	1	-0.170972256573364
746	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.08554943721305	0.0431034482758621	-1.25418564206317
747	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-6.77284659608762	0.0431034482758621	-0.105287072549179
748	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-93.5981848097284	22.5	-2.54457810210627
749	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.28700579405035	0.0431034482758621	-0.049548745544628
750	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.15012100570078	0.0431034482758621	-1.5960264185891
751	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-714.661273096357	1	-0.318808396210098
752	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-111.278956091923	1	-0.898630953480191
753	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	NA	0.0431034482758621	-0.125505628898395
754	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-99.2139623832118	1	-0.427080570592499
755	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-98.9055908243754	1	-0.0329640905792037
756	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-900.881686039723	22.5	-1.06533657356982
757	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-6.42614351929064	0.0431034482758621	-2.29267574093403
758	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-7.10887389021213	0.0431034482758621	-0.74579922113743
759	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-99.2564912745729	1	-0.4835669860256
760	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-709.900963684635	1	-0.669789141209554
761	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-93.5981848097284	22.5	-0.584967278329051
762	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-106.185127385429	22.5	-0.302901666005365
763	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-900.881686039723	22.5	-0.58101901466234
764	14	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0269860929	-106.185127385429	22.5	-0.161646871406177
